,num_schools,num_students,attendance_rate,dropout_rate,grad_rate_4_year,grad_rate_5_year,annual_grad_count,college_admissions_per_tested,college_admissions_at_crit,average_sat,average_act,average_teacher_salary,average_teacher_exp,total_revenue,total_revenue_per_pupil,percent_revenue_from_state,percent_revenue_from_local,percent_revenue_from_federal,instr_expenditures,instr_expenditures_per_pupil,district_size,community_type,property_wealth,tax_rate,rating
99,1.0,187.0,97.0,2.0,100.0,90.0,8.0,75.0,16.7,-1.0,21.0,38942.0,12.3,2712717.0,14663.0,31.9,62.4,5.7,1126753.0,6091.0,Under 500,Rural,"$525,867 to < $589,761",Under $1.1461,Met Standard
100,4.0,1536.0,95.1,1.4,84.2,85.4,88.0,61.4,0.0,-1.0,16.9,45694.0,14.4,21651762.0,14170.0,37.3,46.0,16.6,8761780.0,5734.0,"1,000 to 1,599",Other Central City Suburban,"$345,053 to < $380,521",$1.3801 and over,Met Standard
101,3.0,986.0,96.3,0.6,97.4,98.8,75.0,44.0,18.2,-1.0,19.8,42312.0,13.9,10407200.0,10264.0,54.1,39.4,6.5,5369707.0,5296.0,500 to 999,Non-metropolitan Stable,"$277,857 to < $305,220",$1.1461 to under $1.2543,Met Standard
102,8.0,3698.0,96.3,0.7,94.7,95.3,212.0,52.8,17.9,1360.0,20.0,44125.0,12.3,36362428.0,10132.0,39.5,45.9,14.6,18762202.0,5228.0,"3,000 to 4,999",Independent Town,"$319,192 to < $340,879",$1.2543 to under $1.3801,Met Standard
103,1.0,206.0,97.2,0.0,100.0,100.0,11.0,72.7,12.5,-1.0,20.1,42109.0,9.5,2681698.0,12770.0,72.0,20.2,7.8,1290705.0,6146.0,Under 500,Rural,"$157,157 to < $191,946",Under $1.1461,Met Standard
104,2.0,306.0,96.6,0.0,100.0,96.2,15.0,60.0,22.2,-1.0,20.2,41316.0,12.1,3692967.0,12561.0,32.8,60.8,6.3,1628580.0,5539.0,Under 500,Rural,"$434,690 to < $497,197",$1.2543 to under $1.3801,Met Standard
105,1.0,199.0,96.1,0.0,100.0,93.3,13.0,61.5,25.0,-1.0,19.5,38864.0,14.0,2737378.0,13160.0,67.5,25.1,7.4,981357.0,4718.0,Under 500,Rural,"$157,157 to < $191,946",$1.2543 to under $1.3801,Met Standard
106,1.0,171.0,95.7,0.0,100.0,88.9,10.0,60.0,16.7,-1.0,-1.0,37995.0,10.6,2373776.0,13115.0,50.2,42.8,7.0,1154589.0,6379.0,Under 500,Rural,"$402,258 to < $434,690",$1.1461 to under $1.2543,Met Standard
107,4.0,1193.0,97.0,0.2,95.8,98.6,68.0,77.9,41.5,1560.0,23.3,43105.0,13.2,17062019.0,13894.0,63.9,25.7,10.4,7342350.0,5979.0,"1,000 to 1,599",Non-metropolitan Stable,"$191,946 to < $216,001",$1.3801 and over,Met Standard
108,4.0,1793.0,96.2,0.4,95.8,96.9,116.0,57.8,34.3,1444.0,21.8,44502.0,13.5,17040147.0,9638.0,25.4,69.1,5.6,8733139.0,4940.0,"1,600 to 2,999",Other Central City Suburban,"$497,197 to < $525,867",Under $1.1461,Met Standard
109,2.0,442.0,95.2,3.0,88.6,90.0,30.0,40.0,8.3,1236.0,-1.0,42980.0,9.8,5523233.0,11802.0,42.8,48.4,8.8,2562624.0,5476.0,Under 500,Rural,"$434,690 to < $497,197",Under $1.1461,Improvement Required
110,2.0,509.0,96.6,4.1,93.5,97.0,30.0,53.3,31.3,1532.0,23.0,43209.0,12.0,6217846.0,12027.0,55.8,37.3,6.9,2600087.0,5029.0,500 to 999,Rural,"$257,557 to < $277,857",$1.2543 to under $1.3801,Met Standard
111,6.0,3132.0,95.2,0.8,94.4,94.0,224.0,62.5,15.0,1342.0,19.8,47515.0,14.4,34825705.0,11123.0,19.1,70.0,11.0,15599961.0,4982.0,"3,000 to 4,999",Other Central City Suburban,"$525,867 to < $589,761",$1.2543 to under $1.3801,Met Standard
112,7.0,4163.0,95.9,0.3,93.3,95.6,262.0,57.6,31.1,1452.0,21.5,48500.0,12.1,48528731.0,11971.0,9.5,78.1,12.4,20433181.0,5040.0,"3,000 to 4,999",Independent Town,"$589,761 to < $801,423",$1.2543 to under $1.3801,Met Standard
113,9.0,5377.0,94.7,1.6,93.2,93.3,322.0,72.4,11.6,1265.0,19.3,48976.0,10.2,54058684.0,10103.0,57.2,31.9,11.0,25665644.0,4796.0,"5,000 to 9,999",Other Central City Suburban,"$191,946 to < $216,001",$1.3801 and over,Met Standard
114,4.0,1407.0,96.2,0.8,95.3,92.9,85.0,61.2,7.7,1313.0,18.5,43914.0,8.6,12744433.0,9269.0,44.5,45.6,9.9,6453315.0,4693.0,"1,000 to 1,599",Independent Town,"$319,192 to < $340,879",Under $1.1461,Met Standard
115,1.0,169.0,95.0,0.0,100.0,100.0,7.0,100.0,14.3,1329.0,-1.0,45836.0,15.8,1954591.0,11991.0,2.3,87.6,10.1,1048935.0,6435.0,Under 500,Rural,"$801,423 to < $24,507,828",Under $1.1461,Met Standard
116,7.0,4172.0,95.0,0.5,92.8,95.8,278.0,38.5,26.2,1458.0,22.0,47707.0,12.9,46623404.0,11059.0,7.6,85.1,7.3,19843026.0,4707.0,"3,000 to 4,999",Non-metropolitan Stable,"$801,423 to < $24,507,828",$1.2543 to under $1.3801,Met Standard
117,2.0,349.0,96.3,0.0,100.0,94.1,17.0,76.5,53.8,-1.0,22.8,43241.0,12.0,4122030.0,11777.0,51.9,39.2,8.9,2074575.0,5927.0,Under 500,Rural,"$345,053 to < $380,521",Under $1.1461,Met Standard
118,4.0,1465.0,96.1,0.0,97.4,96.8,79.0,59.5,23.4,1401.0,20.4,43799.0,13.4,16435501.0,11311.0,52.9,40.6,6.5,7082062.0,4874.0,"1,000 to 1,599",Other Central City Suburban,"$191,946 to < $216,001",$1.3801 and over,Met Standard
119,3.0,397.0,96.7,0.8,100.0,91.7,34.0,52.9,16.7,-1.0,20.9,39379.0,12.1,5234433.0,12925.0,30.8,64.0,5.2,2195133.0,5420.0,Under 500,Rural,"$525,867 to < $589,761",$1.3801 and over,Met Standard
120,58.0,47669.0,96.2,1.1,90.6,93.7,2852.0,70.5,7.5,1248.0,18.0,51530.0,12.8,521179653.0,10797.0,67.4,13.8,18.9,257526666.0,5335.0,"25,000 to 49,999",Other Central City,"Under $109,324",Under $1.1461,Met Standard
121,32.0,18650.0,95.5,2.1,90.1,88.4,1112.0,56.3,13.7,1337.0,18.4,51228.0,12.1,191113189.0,10261.0,61.4,22.6,16.0,97230287.0,5220.0,"10,000 to 24,999",Other Central City Suburban,"$157,157 to < $191,946",$1.1461 to under $1.2543,Met Standard
122,7.0,3634.0,96.1,1.6,92.8,95.5,205.0,66.8,6.6,1361.0,17.7,50534.0,13.4,38872515.0,10813.0,70.6,14.7,14.7,19119174.0,5318.0,"3,000 to 4,999",Non-metropolitan Stable,"Under $109,324",$1.2543 to under $1.3801,Met Standard
123,16.0,10872.0,95.9,1.2,90.4,96.8,608.0,67.3,12.2,1312.0,18.9,49261.0,12.5,111536301.0,10492.0,65.4,17.8,16.9,55077891.0,5181.0,"10,000 to 24,999",Other Central City Suburban,"$109,324 to < $157,157",$1.1461 to under $1.2543,Met Standard
124,5.0,2524.0,96.9,1.2,91.5,95.2,123.0,67.5,8.4,1288.0,19.9,49840.0,12.7,31795276.0,12754.0,10.6,74.6,14.9,12715702.0,5101.0,"1,600 to 2,999",Other Central City Suburban,"$801,423 to < $24,507,828",Under $1.1461,Met Standard
125,5.0,2138.0,94.4,1.1,90.4,89.0,137.0,70.1,5.2,1239.0,17.4,47673.0,11.4,24188830.0,11091.0,66.7,19.2,14.2,10950187.0,5021.0,"1,600 to 2,999",Non-metropolitan Stable,"$109,324 to < $157,157",$1.2543 to under $1.3801,Met Standard
126,23.0,10885.0,95.5,1.3,91.1,93.2,680.0,56.3,5.0,1257.0,17.4,49157.0,12.0,123669207.0,11224.0,72.1,10.1,17.9,58218845.0,5284.0,"10,000 to 24,999",Other Central City Suburban,"Under $109,324",$1.2543 to under $1.3801,Met Standard
127,5.0,692.0,96.4,0.0,95.1,86.1,43.0,72.1,3.2,1094.0,15.3,42164.0,8.6,10297925.0,14383.0,77.4,6.1,16.5,5281610.0,7377.0,500 to 999,Rural,"Under $109,324",$1.2543 to under $1.3801,Met Standard
128,6.0,3589.0,96.6,0.0,97.8,99.2,626.0,98.1,39.9,1550.0,22.1,57098.0,16.4,59787940.0,17715.0,51.3,43.1,5.7,22720199.0,6732.0,"3,000 to 4,999",Non-metropolitan Stable,Non-taxing entities,Non-taxing entities,Met Standard
129,5.0,2468.0,95.7,0.0,98.7,98.7,154.0,44.2,11.8,1359.0,19.0,43459.0,12.4,24016156.0,9871.0,52.8,35.5,11.7,13081003.0,5376.0,"1,600 to 2,999",Non-metropolitan Stable,"$257,557 to < $277,857",$1.1461 to under $1.2543,Met Standard
130,2.0,376.0,97.1,0.0,95.5,100.0,21.0,76.2,18.8,-1.0,19.9,44624.0,12.0,4507841.0,12216.0,7.9,85.7,6.3,2127172.0,5765.0,Under 500,Rural,"$801,423 to < $24,507,828",$1.1461 to under $1.2543,Met Standard
131,4.0,1754.0,95.2,0.8,95.6,95.6,132.0,70.5,19.4,-1.0,19.6,40508.0,11.2,19756604.0,11087.0,44.1,37.6,18.3,9660230.0,5421.0,"1,600 to 2,999",Independent Town,"$277,857 to < $305,220",$1.1461 to under $1.2543,Met Standard
132,1.0,145.0,95.5,1.9,94.1,92.3,17.0,58.8,10.0,-1.0,18.7,41211.0,17.6,1977737.0,11843.0,54.7,36.2,9.1,963072.0,5767.0,Under 500,Rural,"$319,192 to < $340,879",$1.1461 to under $1.2543,Met Standard
133,3.0,1243.0,96.1,0.0,98.5,100.0,64.0,60.9,17.9,-1.0,20.2,44508.0,12.5,11716956.0,9518.0,60.2,33.4,6.4,6064598.0,4927.0,"1,000 to 1,599",Independent Town,"$277,857 to < $305,220",Under $1.1461,Met Standard
134,3.0,712.0,96.3,0.0,94.5,100.0,53.0,54.7,24.1,-1.0,20.6,44190.0,14.3,8336502.0,11235.0,59.9,33.3,6.8,4465330.0,6018.0,500 to 999,Rural,"$277,857 to < $305,220",$1.1461 to under $1.2543,Met Standard
135,3.0,1010.0,96.4,0.0,100.0,100.0,77.0,71.4,20.0,1586.0,19.9,42178.0,12.7,11014316.0,10662.0,43.9,47.8,8.3,5391941.0,5220.0,"1,000 to 1,599",Non-metropolitan Stable,"$380,521 to < $402,258",$1.1461 to under $1.2543,Met Standard
136,3.0,1203.0,95.0,0.6,97.6,86.2,81.0,81.5,10.6,-1.0,17.9,40000.0,10.7,14587278.0,11831.0,58.6,27.1,14.2,6424458.0,5210.0,"1,000 to 1,599",Other Central City Suburban,"$191,946 to < $216,001",$1.2543 to under $1.3801,Met Standard
137,4.0,1298.0,95.7,0.5,100.0,100.0,81.0,58.0,6.4,1323.0,19.0,50832.0,12.2,15685031.0,12867.0,36.9,58.0,5.2,6714146.0,5508.0,"1,000 to 1,599",Other Central City Suburban,"$380,521 to < $402,258",$1.1461 to under $1.2543,Met Standard
138,9.0,5079.0,96.2,0.1,97.8,99.4,319.0,57.7,35.3,1524.0,22.8,65061.0,13.9,73336636.0,14967.0,7.3,90.3,2.4,30230418.0,6169.0,"5,000 to 9,999",Other Central City Suburban,"$801,423 to < $24,507,828",$1.2543 to under $1.3801,Met Standard
139,4.0,1457.0,96.6,0.0,98.8,100.0,81.0,59.3,12.5,1340.0,18.8,52312.0,14.2,15259677.0,10754.0,59.2,29.3,11.5,7095074.0,5000.0,"1,000 to 1,599",Independent Town,"$157,157 to < $191,946",$1.1461 to under $1.2543,Met Standard
140,3.0,643.0,96.6,0.5,98.1,94.3,54.0,63.0,5.9,1328.0,14.9,43222.0,12.4,7309574.0,11315.0,67.5,24.0,8.5,3794423.0,5874.0,500 to 999,Rural,"$157,157 to < $191,946",$1.2543 to under $1.3801,Met Standard
141,8.0,4973.0,95.4,2.9,87.9,91.2,240.0,52.1,17.6,1543.0,19.6,44165.0,11.0,50110366.0,10070.0,56.5,29.9,13.7,23903211.0,4804.0,"3,000 to 4,999",Independent Town,"$191,946 to < $216,001",$1.3801 and over,Met Standard
142,5.0,2162.0,95.6,0.5,96.0,94.8,123.0,30.9,28.9,1513.0,21.5,41936.0,12.0,21941748.0,9942.0,61.0,24.8,14.2,10467416.0,4743.0,"1,600 to 2,999",Non-metropolitan Stable,"$157,157 to < $191,946",$1.1461 to under $1.2543,Met Standard
143,1.0,547.0,96.6,0.0,100.0,89.3,27.0,40.7,9.1,-1.0,18.9,42399.0,13.3,7437302.0,13798.0,71.4,10.5,18.1,3534395.0,6557.0,500 to 999,Rural,"Under $109,324",$1.1461 to under $1.2543,Met Standard
144,3.0,1134.0,96.2,5.1,82.6,90.1,77.0,66.2,21.6,-1.0,20.5,43424.0,13.4,12554034.0,10936.0,58.4,33.5,8.1,6069185.0,5287.0,"1,000 to 1,599",Non-metropolitan Stable,"$241,215 to < $257,557",Under $1.1461,Met Standard
145,3.0,963.0,96.6,1.0,95.8,90.7,70.0,58.6,19.5,1474.0,21.0,45451.0,17.0,12245261.0,12457.0,49.8,39.0,11.2,5987298.0,6091.0,500 to 999,Other Central City Suburban,"$319,192 to < $340,879",$1.2543 to under $1.3801,Met Standard
146,2.0,513.0,95.8,0.0,93.0,100.0,40.0,27.5,27.3,-1.0,20.7,40016.0,12.0,5936828.0,11439.0,60.9,32.3,6.7,2611461.0,5032.0,500 to 999,Rural,"$241,215 to < $257,557",$1.3801 and over,Met Standard
147,1.0,145.0,96.0,0.0,100.0,92.9,15.0,46.7,14.3,1369.0,-1.0,43249.0,15.8,1730191.0,11851.0,47.0,48.1,5.0,1048340.0,7180.0,Under 500,Rural,"$434,690 to < $497,197",$1.1461 to under $1.2543,Met Standard
148,2.0,419.0,96.0,0.0,93.1,100.0,29.0,51.7,6.7,-1.0,17.9,44347.0,16.6,6191338.0,14299.0,58.3,28.5,13.2,3251161.0,7508.0,Under 500,Rural,"$109,324 to < $157,157",Under $1.1461,Met Standard
149,3.0,343.0,96.5,0.0,96.0,95.8,27.0,63.0,35.3,1421.0,21.0,47262.0,17.7,8187270.0,22617.0,20.2,76.3,3.5,3326190.0,9188.0,Under 500,Rural,"$801,423 to < $24,507,828",$1.1461 to under $1.2543,Met Standard
150,5.0,289.0,95.8,0.0,100.0,93.3,12.0,50.0,33.3,-1.0,20.2,45170.0,16.1,5709948.0,20763.0,11.1,86.1,2.8,1586977.0,5771.0,Under 500,Rural,"$801,423 to < $24,507,828",$1.3801 and over,Met Standard
151,3.0,916.0,95.5,2.9,92.8,98.3,63.0,61.9,7.7,-1.0,18.8,40500.0,12.1,11783338.0,12739.0,54.5,20.4,25.1,5318361.0,5750.0,500 to 999,Non-metropolitan Stable,"$191,946 to < $216,001",$1.1461 to under $1.2543,Met Standard
152,2.0,255.0,97.1,0.0,100.0,93.8,15.0,60.0,0.0,-1.0,18.3,40461.0,10.8,3552271.0,13405.0,59.2,30.5,10.4,1450402.0,5473.0,Under 500,Rural,"$277,857 to < $305,220",Under $1.1461,Met Standard
153,1.0,150.0,96.9,4.0,100.0,100.0,10.0,50.0,20.0,-1.0,20.0,46206.0,16.2,2277903.0,15819.0,24.7,66.6,8.8,1112901.0,7728.0,Under 500,Rural,"$801,423 to < $24,507,828",$1.1461 to under $1.2543,Met Standard
154,23.0,20739.0,97.0,0.1,97.3,98.5,1365.0,76.3,56.1,1630.0,24.3,54365.0,11.8,228042471.0,11095.0,25.4,72.1,2.5,102500321.0,4987.0,"10,000 to 24,999",Other Central City Suburban,"$380,521 to < $402,258",$1.3801 and over,Met Standard
155,5.0,3051.0,96.6,0.5,96.5,99.3,143.0,50.3,25.0,1454.0,22.3,48645.0,10.1,30383534.0,10631.0,58.1,36.4,5.5,12521053.0,4381.0,"3,000 to 4,999",Non-metropolitan Fast Growing,"$191,946 to < $216,001",$1.3801 and over,Met Standard
156,6.0,2349.0,96.7,0.6,99.3,97.8,152.0,73.7,39.3,1589.0,21.7,48407.0,11.8,24110875.0,10969.0,39.7,57.6,2.7,10002642.0,4551.0,"1,600 to 2,999",Non-metropolitan Fast Growing,"$305,220 to < $319,192",$1.3801 and over,Met Standard
157,5.0,1559.0,96.8,0.4,95.5,97.1,111.0,49.5,25.5,1390.0,20.9,47767.0,11.0,16708668.0,10836.0,57.4,34.6,8.0,7439981.0,4825.0,"1,000 to 1,599",Non-metropolitan Stable,"$216,001 to < $241,215",$1.3801 and over,Met Standard
158,63.0,53130.0,97.0,0.1,98.0,99.2,2707.0,80.2,51.0,1602.0,24.1,53250.0,9.5,521455738.0,10538.0,25.7,72.2,2.1,231980272.0,4688.0,"50,000 and over",Other Central City,"$380,521 to < $402,258",$1.3801 and over,Met Standard
159,32.0,24626.0,95.9,0.5,96.4,97.8,1658.0,72.9,47.4,1568.0,23.4,53456.0,11.3,280142047.0,11363.0,27.7,67.5,4.8,138215350.0,5606.0,"10,000 to 24,999",Other Central City Suburban,"$380,521 to < $402,258",$1.3801 and over,Met Standard
160,4.0,2327.0,96.0,0.3,97.1,96.2,131.0,58.0,43.4,1570.0,22.4,47903.0,8.7,22249157.0,10545.0,52.9,43.9,3.2,10197112.0,4833.0,"1,600 to 2,999",Non-metropolitan Fast Growing,"$216,001 to < $241,215",$1.3801 and over,Met Standard
161,74.0,54322.0,96.8,0.6,95.9,97.1,3862.0,76.5,64.1,1695.0,25.8,54832.0,11.2,623201307.0,11456.0,9.0,85.6,5.5,300355202.0,5521.0,"50,000 and over",Major Suburban,"$589,761 to < $801,423",$1.3801 and over,Met Standard
162,8.0,3859.0,95.7,0.6,94.9,94.4,221.0,42.5,17.0,1387.0,19.3,51933.0,10.8,40958545.0,10816.0,66.4,26.4,7.2,18825629.0,4971.0,"3,000 to 4,999",Non-metropolitan Fast Growing,"$109,324 to < $157,157",$1.3801 and over,Met Standard
163,8.0,8254.0,96.6,0.2,98.8,100.0,407.0,80.1,51.2,1561.0,24.0,52222.0,9.4,92052987.0,13039.0,31.0,67.7,1.3,36136773.0,5119.0,"5,000 to 9,999",Other Central City Suburban,"$319,192 to < $340,879",$1.3801 and over,Met Standard
164,19.0,14562.0,96.8,0.4,96.3,95.2,858.0,61.9,33.0,1467.0,21.9,53542.0,10.4,147092510.0,10523.0,48.2,47.7,4.0,69891510.0,5000.0,"10,000 to 24,999",Other Central City Suburban,"$241,215 to < $257,557",$1.3801 and over,Met Standard
165,3.0,699.0,96.2,1.5,98.0,97.3,49.0,59.2,34.5,1570.0,22.4,44629.0,8.2,8537019.0,11873.0,68.0,28.1,3.9,3313286.0,4608.0,500 to 999,Rural,"$157,157 to < $191,946",$1.3801 and over,Met Standard
166,4.0,1916.0,96.2,0.8,97.1,98.0,103.0,56.3,17.2,1371.0,20.3,45842.0,8.4,19938128.0,10919.0,49.2,46.1,4.7,8083433.0,4427.0,"1,600 to 2,999",Non-metropolitan Stable,"$257,557 to < $277,857",$1.3801 and over,Met Standard
167,6.0,3925.0,96.7,0.2,100.0,99.6,258.0,95.7,66.0,1657.0,25.3,53627.0,11.7,50205322.0,13177.0,28.8,69.7,1.5,20859529.0,5475.0,"3,000 to 4,999",Non-metropolitan Stable,"$434,690 to < $497,197",$1.3801 and over,Met Standard
168,5.0,1596.0,95.0,0.9,93.3,92.9,122.0,63.1,13.0,1366.0,20.0,44861.0,12.5,17319679.0,10738.0,24.2,65.2,10.6,8503071.0,5272.0,"1,000 to 1,599",Non-metropolitan Stable,"$525,867 to < $589,761",$1.1461 to under $1.2543,Met Standard
169,7.0,1316.0,95.6,0.8,93.3,98.6,70.0,80.0,5.4,1383.0,17.3,46960.0,13.2,15028750.0,11975.0,35.6,56.6,7.8,7057224.0,5623.0,"1,000 to 1,599",Non-metropolitan Stable,"$434,690 to < $497,197",$1.1461 to under $1.2543,Met Standard
170,3.0,635.0,96.9,0.0,96.4,94.6,52.0,59.6,32.3,1398.0,22.5,44663.0,14.2,7540408.0,11875.0,30.7,59.5,9.8,3477033.0,5476.0,500 to 999,Rural,"$434,690 to < $497,197",$1.2543 to under $1.3801,Met Standard
171,13.0,8438.0,95.7,0.9,95.1,96.5,630.0,62.7,33.1,1502.0,22.5,51902.0,12.3,79339766.0,9399.0,29.3,63.8,7.0,36255553.0,4295.0,"5,000 to 9,999",Other Central City,"$380,521 to < $402,258",$1.2543 to under $1.3801,Met Standard
172,29.0,21090.0,95.8,0.7,95.8,96.2,1380.0,69.6,30.5,1483.0,22.4,52065.0,12.3,210337331.0,10380.0,12.5,81.7,5.8,92189268.0,4549.0,"10,000 to 24,999",Major Suburban,"$525,867 to < $589,761",$1.3801 and over,Met Standard
173,4.0,1336.0,96.6,0.0,100.0,100.0,71.0,67.6,20.8,1397.0,19.9,40622.0,12.7,13588897.0,10793.0,60.8,29.0,10.2,6917785.0,5495.0,"1,000 to 1,599",Non-metropolitan Stable,"$191,946 to < $216,001",$1.1461 to under $1.2543,Met Standard
174,3.0,672.0,96.4,1.1,92.5,100.0,35.0,57.1,15.0,1457.0,19.9,43433.0,12.6,8230956.0,12983.0,47.8,34.3,17.8,3917152.0,6178.0,500 to 999,Rural,"$257,557 to < $277,857",$1.1461 to under $1.2543,Met Standard
175,1.0,194.0,97.1,0.0,100.0,100.0,14.0,71.4,10.0,1288.0,16.9,36954.0,9.5,2677687.0,12116.0,71.1,20.4,8.5,1156050.0,5231.0,Under 500,Rural,"$191,946 to < $216,001",Under $1.1461,Met Standard
176,4.0,252.0,95.9,0.0,100.0,100.0,20.0,75.0,20.0,-1.0,19.5,39147.0,8.6,3055890.0,14483.0,57.4,36.3,6.3,1314967.0,6232.0,Under 500,Rural,"$319,192 to < $340,879",$1.3801 and over,Met Standard
177,5.0,2855.0,95.9,0.5,94.2,97.5,152.0,53.9,14.6,1380.0,18.9,44626.0,9.8,30402756.0,10656.0,41.1,44.3,14.7,13166939.0,4615.0,"1,600 to 2,999",Independent Town,"$340,879 to < $345,053",$1.2543 to under $1.3801,Met Standard
178,2.0,477.0,97.5,0.0,100.0,100.0,30.0,76.7,56.5,1572.0,25.4,45684.0,15.6,6270062.0,12770.0,12.2,85.2,2.6,2647247.0,5392.0,Under 500,Rural,"$589,761 to < $801,423",$1.2543 to under $1.3801,Met Standard
179,3.0,774.0,96.3,0.0,97.9,100.0,49.0,67.3,27.3,1422.0,23.9,45030.0,14.8,8041680.0,10823.0,54.6,42.0,3.5,3274778.0,4408.0,500 to 999,Non-metropolitan Fast Growing,"$305,220 to < $319,192",$1.3801 and over,Met Standard
180,4.0,1131.0,96.4,0.0,100.0,97.6,87.0,48.3,16.7,1398.0,19.3,45484.0,14.0,13564269.0,11847.0,31.7,58.3,10.0,6081104.0,5311.0,"1,000 to 1,599",Non-metropolitan Stable,"$497,197 to < $525,867",$1.1461 to under $1.2543,Met Standard
181,1.0,482.0,96.3,0.6,100.0,95.7,41.0,80.5,15.2,1518.0,20.7,45511.0,15.2,5357372.0,11350.0,44.8,51.7,3.5,2648000.0,5610.0,Under 500,Rural,"$380,521 to < $402,258",Under $1.1461,Met Standard
182,2.0,490.0,97.6,0.0,100.0,100.0,40.0,62.5,48.0,1519.0,23.0,45940.0,17.8,4879873.0,9644.0,10.4,86.7,2.9,2528589.0,4997.0,Under 500,Rural,"$801,423 to < $24,507,828",Under $1.1461,Met Standard
183,5.0,2839.0,95.4,0.5,98.4,97.9,186.0,65.1,23.1,1517.0,20.7,42258.0,12.6,25572331.0,9113.0,59.9,34.0,6.2,12236619.0,4361.0,"1,600 to 2,999",Other Central City Suburban,"$191,946 to < $216,001",$1.1461 to under $1.2543,Met Standard
184,1.0,165.0,96.2,0.0,100.0,100.0,12.0,58.3,14.3,1424.0,-1.0,41600.0,11.7,2271636.0,12346.0,66.9,26.7,6.4,1036223.0,5632.0,Under 500,Rural,"$191,946 to < $216,001",Under $1.1461,Met Standard
185,1.0,219.0,97.2,0.0,100.0,100.0,13.0,38.5,20.0,-1.0,-1.0,41360.0,10.1,2173534.0,11440.0,53.5,41.4,5.1,889412.0,4681.0,Under 500,Rural,"$319,192 to < $340,879",$1.2543 to under $1.3801,Met Standard
186,11.0,7995.0,95.5,1.4,91.7,94.5,546.0,54.8,20.7,1407.0,19.1,47850.0,9.2,87412807.0,11170.0,50.5,23.1,26.4,38250293.0,4888.0,"5,000 to 9,999",Other Central City Suburban,"$157,157 to < $191,946",$1.1461 to under $1.2543,Met Standard
187,3.0,1146.0,94.6,1.5,94.6,86.4,57.0,70.2,2.5,-1.0,17.7,53910.0,12.1,19351516.0,16654.0,30.8,65.7,3.5,8998819.0,7744.0,"1,000 to 1,599",Other Central City Suburban,"$801,423 to < $24,507,828",Under $1.1461,Met Standard
188,3.0,826.0,96.0,1.8,100.0,93.8,42.0,47.6,15.0,1330.0,20.1,44417.0,11.1,11600322.0,13426.0,7.0,87.4,5.5,5455303.0,6314.0,500 to 999,Rural,"$801,423 to < $24,507,828",Under $1.1461,Met Standard
189,4.0,581.0,95.6,0.7,91.9,96.4,36.0,38.9,7.1,1333.0,18.7,39764.0,8.7,7008478.0,11980.0,64.4,24.8,10.9,3336391.0,5703.0,500 to 999,Rural,"$216,001 to < $241,215",Under $1.1461,Met Standard
190,5.0,1753.0,95.4,0.3,93.0,95.0,123.0,52.0,23.4,1518.0,19.9,44948.0,11.3,17214967.0,9781.0,32.9,56.7,10.4,9047745.0,5141.0,"1,600 to 2,999",Non-metropolitan Stable,"$380,521 to < $402,258",$1.1461 to under $1.2543,Met Standard
191,1.0,646.0,96.0,0.0,98.0,96.8,49.0,89.8,0.0,1204.0,-1.0,50298.0,4.6,6668986.0,10074.0,88.0,0.4,11.6,2948093.0,4453.0,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
192,29.0,13959.0,97.2,0.2,97.4,99.2,112.0,-2.0,70.6,1785.0,25.8,47131.0,1.8,28399265.0,10426.0,74.5,21.9,3.7,12138028.0,4456.0,"10,000 to 24,999",Charters,Non-taxing entities,Non-taxing entities,Met Standard
193,11.0,4468.0,90.8,8.7,47.2,65.2,1696.0,6.0,3.0,1094.0,15.1,49954.0,4.9,47622895.0,11453.0,82.0,4.6,13.4,15683469.0,3772.0,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
194,1.0,1833.0,96.3,1.8,95.0,94.7,38.0,57.9,4.5,1217.0,19.6,42808.0,3.8,14959298.0,9161.0,90.3,2.1,7.6,6676862.0,4089.0,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities,Improvement Required
195,7.0,5364.0,97.3,0.0,100.0,100.0,152.0,77.6,8.5,1291.0,18.5,46228.0,5.6,45641874.0,9081.0,89.7,3.1,7.2,19989815.0,3977.0,"5,000 to 9,999",Charters,Non-taxing entities,Non-taxing entities,Met Standard
196,2.0,1985.0,96.9,0.0,94.7,100.0,19.0,78.9,13.3,1285.0,-1.0,46783.0,2.1,15395762.0,8601.0,89.4,4.7,5.9,7739161.0,4324.0,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities,Met Standard
197,6.0,1380.0,79.6,14.6,28.7,40.9,318.0,6.3,10.0,1351.0,22.4,45950.0,7.5,10287476.0,8243.0,96.9,0.3,2.8,4617739.0,3700.0,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
198,1.0,940.0,96.7,0.3,98.9,98.7,85.0,90.6,2.6,1195.0,-1.0,50620.0,9.4,10476835.0,10757.0,86.0,1.7,12.3,5393611.0,5538.0,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Standard
